100.0
1000
12.15,85.91
30.76,71.16
34.68,65.39
31.48,3.12
96.71,75.57
22.87,73.94
1.35,33.62
31.64,77.37
3.11,80.38
28.20,76.38
89.33,4.90
13.46,95.97
4.24,66.69
38.42,97.33
94.33,83.78
1.28,62.93
30.51,53.75
45.18,85.73
67.27,27.53
36.02,22.09
32.03,61.21
34.26,37.75
98.84,29.97
87.12,48.64
89.68,99.71
58.46,34.70
64.14,17.44
82.40,83.36
3.42,98.90
73.70,1.86
68.19,63.65
53.01,22.53
11.62,91.94
48.43,13.85
58.52,54.89
15.89,1.28
19.61,0.68
80.86,96.78
95.72,62.37
40.77,33.42
41.24,90.55
83.94,2.64
98.05,3.28
74.23,95.47
81.83,89.43
22.71,56.30
1.09,97.22
17.87,68.00
15.96,89.55
13.91,0.54
98.43,49.64
83.06,71.89
38.86,76.63
22.59,89.39
54.47,18.92
69.29,62.71
94.63,55.32
15.41,5.39
5.30,48.72
38.63,70.83
9.99,65.15
55.51,0.90
88.64,72.34
83.42,0.37
86.98,6.11
48.57,89.05
69.03,20.52
9.52,24.70
33.27,17.98
75.01,34.63
48.98,89.60
82.26,41.57
33.34,82.56
67.94,20.31
82.42,51.39
7.62,75.55
89.30,42.99
21.68,88.61
31.28,11.64
45.57,40.86
84.78,59.20
40.65,85.03
31.22,48.59
78.16,2.36
50.27,43.74
63.33,52.64
57.60,88.31
79.32,97.64
33.71,47.03
21.12,53.62
7.63,98.45
58.93,8.11
4.49,86.26
16.81,18.10
39.81,7.03
78.18,91.92
44.76,37.03
32.45,45.69
36.59,77.95
58.65,16.64
6.23,31.87
1.42,10.06
81.23,99.84
32.24,54.69
36.16,34.79
4.40,42.05
65.07,69.86
4.40,29.18
1.03,86.02
74.03,91.60
65.99,79.13
27.73,23.26
61.39,36.04
18.08,93.94
64.20,31.43
8.32,90.77
76.35,13.11
95.78,90.44
86.39,51.78
92.08,31.14
41.35,93.32
7.23,79.49
94.21,66.55
3.33,16.35
87.61,67.41
80.48,97.82
58.09,61.80
32.91,82.89
96.83,23.52
66.19,57.56
82.44,51.39
98.05,26.67
9.65,89.87
74.58,89.64
73.25,11.57
21.32,63.60
31.39,6.61
14.42,68.67
64.08,63.67
0.87,43.95
63.55,21.04
18.85,19.88
41.48,11.54
69.26,33.17
14.66,25.19
67.77,33.38
35.85,65.35
63.12,97.27
68.88,80.00
41.65,36.27
68.74,8.44
50.99,55.41
16.01,95.25
66.32,97.80
72.62,88.83
91.42,87.82
71.28,59.27
33.85,68.22
24.14,42.02
18.80,11.81
38.57,37.78
8.88,76.43
56.87,76.76
79.12,63.79
95.48,85.74
55.46,37.06
44.58,80.35
62.77,50.17
3.75,41.54
44.12,42.25
71.03,25.27
6.96,55.12
73.71,97.63
23.76,38.49
27.31,83.54
64.69,17.92
36.03,66.68
68.37,14.07
2.75,80.74
62.79,17.99
99.49,87.47
33.19,47.31
60.38,46.04
96.16,30.28
98.20,39.57
80.05,91.17
13.03,40.12
30.48,39.08
56.77,61.09
56.86,94.47
40.98,67.47
10.79,23.08
27.00,88.48
40.70,85.18
17.27,4.75
97.96,49.54
74.54,62.62
79.65,66.27
31.66,1.92
80.57,40.47
19.12,70.36
92.71,99.23
29.20,37.65
34.35,98.81
56.76,15.50
13.01,75.98
4.49,35.78
26.36,7.31
17.61,38.60
83.65,4.34
17.65,74.38
86.36,38.19
37.75,29.51
41.35,57.56
22.99,44.10
92.50,36.35
48.68,1.88
47.26,63.18
26.32,37.41
43.66,64.09
12.86,23.84
50.11,31.79
12.11,75.45
15.64,20.17
58.87,23.89
91.08,50.94
6.31,4.00
23.54,71.16
94.69,16.15
85.47,94.58
65.97,15.33
37.60,57.91
2.64,14.23
40.70,23.59
11.64,77.55
24.63,65.11
44.52,27.65
95.63,77.56
43.57,78.01
12.50,66.74
30.34,60.20
90.69,83.37
7.66,12.54
99.77,85.35
29.31,54.17
3.87,30.94
2.36,77.00
57.87,28.10
26.55,49.69
12.13,91.48
42.25,42.95
98.01,87.33
53.94,53.32
63.09,78.67
19.67,23.94
0.07,18.70
48.83,35.02
66.78,78.17
30.02,64.18
25.83,34.68
18.91,97.58
42.11,95.82
52.11,6.08
63.73,76.32
16.90,87.83
77.96,99.97
99.34,18.52
77.40,51.18
53.47,43.48
93.57,58.23
82.80,92.21
55.37,50.33
2.10,95.02
7.98,94.22
52.31,34.09
84.01,82.34
74.05,66.70
53.43,14.44
6.47,17.13
91.18,87.01
67.36,45.61
92.25,80.94
87.56,67.37
32.69,16.92
18.12,13.30
22.21,29.91
2.53,94.69
18.92,99.58
7.52,58.72
80.04,61.85
35.97,99.15
3.89,18.08
3.48,16.92
77.77,53.43
45.99,9.24
83.94,73.12
39.98,2.48
31.87,66.72
59.30,34.07
78.39,14.38
62.90,31.91
69.75,55.90
6.21,35.69
89.39,54.08
95.82,54.02
23.54,97.03
61.70,53.65
63.26,0.51
4.14,32.63
45.75,91.25
83.65,38.02
0.54,74.70
61.30,50.46
6.81,16.74
64.06,72.84
87.04,97.77
45.38,28.65
58.99,29.78
34.45,96.37
43.22,62.15
19.71,80.85
76.69,40.53
91.34,50.06
14.01,24.37
76.04,46.02
7.73,13.61
32.90,12.57
46.48,82.41
43.64,69.25
95.43,69.15
22.72,0.80
27.59,25.44
93.02,24.52
56.30,84.49
21.79,44.25
79.26,68.92
87.64,98.72
23.06,22.08
54.64,64.70
32.97,12.83
62.24,80.95
87.74,33.86
0.71,17.44
31.35,86.05
31.24,26.35
4.68,17.52
26.84,76.16
28.75,64.69
55.69,88.44
38.14,25.16
2.17,67.68
88.36,77.27
22.42,39.35
64.31,49.53
61.10,88.49
97.84,34.76
13.77,21.77
62.54,38.42
5.66,59.64
50.95,48.12
71.44,2.11
55.40,12.52
63.05,1.50
67.40,21.53
83.08,18.67
82.56,87.10
39.57,35.29
48.07,33.93
45.00,44.27
18.01,22.99
36.77,42.69
88.02,47.02
79.58,7.20
65.60,57.19
21.01,40.55
94.45,2.33
10.91,39.86
92.55,88.51
62.30,51.93
81.95,95.49
27.13,49.10
85.71,18.64
83.54,80.48
42.19,40.48
83.06,27.40
40.31,74.01
86.08,19.59
10.52,61.75
21.48,49.15
16.10,58.94
42.74,52.96
76.48,77.13
16.81,21.02
20.45,15.27
74.20,28.32
10.72,59.39
69.51,80.62
3.31,89.09
49.76,10.90
5.46,89.39
4.78,62.65
